area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Hadapsar,23.917799022280608,257.40000000000003,14,Fri,0,Clear
Kothrud,27.904098859327373,214.5,14,Fri,0,Clear
Hinjewadi,25.50172403153526,397.5,17,Sun,1,Clear
Swargate,31.877155039419076,489.71999999999997,17,Sun,1,Clear
University Circle,25.50172403153526,445.2,17,Sun,1,Clear
Hadapsar,38.25258604730289,228.96,17,Sun,1,Clear
Kothrud,44.6280170551867,298.125,17,Sun,0,Clear
Hinjewadi,24.552709432137938,32.5,14,Mon,0,Clear
Swargate,30.69088679017242,28.6,14,Mon,0,Clear
University Circle,24.552709432137938,36.4,14,Mon,0,Clear
Hadapsar,36.8290641482069,23.400000000000002,14,Mon,0,Clear
Kothrud,42.967241506241386,19.5,14,Mon,0,Clear
Hinjewadi,12.16445297749209,195.0,13,Fri,0,Rainy
Swargate,22.80834933279767,132.0,13,Fri,1,Rainy
University Circle,9.123339733119067,168.0,13,Fri,0,Rainy
Hadapsar,22.80834933279767,108.0,13,Fri,0,Rainy
Kothrud,37.25363724356952,90.0,13,Fri,0,Rainy
Hinjewadi,3.7094032298963526,447.5,5,Sun,0,Rainy
Swargate,7.199999999999999,551.3199999999999,5,Sun,0,Rainy
University Circle,2.7820524224222645,501.2,5,Sun,0,Rainy
Hadapsar,7.5,257.76,5,Sun,0,Rainy
Kothrud,12.6,335.625,5,Sun,0,Rainy
Hinjewadi,14.332107326100914,137.5,14,Sat,0,Rainy
Swargate,26.872701236439212,121.00000000000001,14,Sat,0,Rainy
University Circle,10.749080494575685,154.0,14,Sat,0,Rainy
Hadapsar,26.872701236439212,79.2,14,Sat,0,Rainy
Kothrud,43.89207868618404,103.125,14,Sat,0,Rainy
Hinjewadi,27.1253850464865,380.0,13,Thu,0,Clear
Swargate,33.90673130810812,334.40000000000003,13,Thu,1,Clear
University Circle,27.1253850464865,425.59999999999997,13,Thu,0,Clear
Hadapsar,40.68807756972974,273.6,13,Thu,0,Clear
Kothrud,47.469423831351364,228.0,13,Thu,0,Clear
Hinjewadi,26.028651222804484,50.0,23,Sun,0,Clear
Swargate,32.535814028505605,61.599999999999994,23,Sun,0,Clear
University Circle,26.028651222804484,56.0,23,Sun,0,Clear
Hadapsar,39.042976834206726,28.8,23,Sun,0,Clear
Kothrud,45.55013963990785,37.5,23,Sun,0,Clear
Hinjewadi,17.756899980322032,220.0,7,Sat,0,Clear
Swargate,22.19612497540254,193.60000000000002,7,Sat,0,Clear
University Circle,17.756899980322032,246.39999999999998,7,Sat,0,Clear
Hadapsar,26.63534997048305,126.72000000000001,7,Sat,0,Clear
Kothrud,31.074574965563553,165.0,7,Sat,0,Clear
Hinjewadi,24.94911116625984,135.0,2,Sat,0,Foggy
Swargate,31.186388957824796,118.80000000000001,2,Sat,0,Foggy
University Circle,24.94911116625984,151.2,2,Sat,0,Foggy
Hadapsar,37.42366674938975,77.76,2,Sat,0,Foggy
Kothrud,43.66094454095471,101.25,2,Sat,0,Foggy
Hinjewadi,32.32514975328509,477.5,21,Mon,1,Clear
Swargate,40.40643719160636,420.20000000000005,21,Mon,1,Clear
University Circle,32.32514975328509,534.8,21,Mon,1,Clear
Hadapsar,48.48772462992763,343.8,21,Mon,0,Clear
Kothrud,56.569012068248895,286.5,21,Mon,1,Clear
Hinjewadi,21.82615312213177,62.5,9,Tue,1,Foggy
Swargate,27.28269140266471,55.00000000000001,9,Tue,1,Foggy
University Circle,21.82615312213177,70.0,9,Tue,1,Foggy
Hadapsar,32.73922968319765,45.0,9,Tue,1,Foggy
Kothrud,38.19576796373059,37.5,9,Tue,1,Foggy
Hinjewadi,38.98941217601306,227.5,7,Sat,0,Clear
Swargate,48.73676522001632,200.20000000000002,7,Sat,0,Clear
University Circle,38.98941217601306,254.79999999999998,7,Sat,0,Clear
Hadapsar,58.484118264019585,131.04000000000002,7,Sat,0,Clear
Kothrud,68.23147130802285,170.625,7,Sat,0,Clear
Hinjewadi,12.98724916964619,225.0,22,Sun,0,Foggy
Swargate,16.23406146205774,277.20000000000005,22,Sun,0,Foggy
University Circle,12.98724916964619,251.99999999999997,22,Sun,0,Foggy
Hadapsar,19.480873754469286,129.6,22,Sun,0,Foggy
Kothrud,22.727686046880834,168.75,22,Sun,0,Foggy
Hinjewadi,35.00414115938973,442.5,20,Mon,1,Clear
Swargate,43.75517644923716,389.40000000000003,20,Mon,1,Clear
University Circle,35.00414115938973,495.59999999999997,20,Mon,1,Clear
Hadapsar,52.50621173908459,318.6,20,Mon,1,Clear
Kothrud,61.25724702893202,265.5,20,Mon,1,Clear
Hinjewadi,13.441761059226573,80.0,18,Tue,1,Rainy
Swargate,25.20330198604982,70.4,18,Tue,1,Rainy
University Circle,10.081320794419929,89.6,18,Tue,1,Rainy
Hadapsar,25.20330198604982,57.6,18,Tue,1,Rainy
Kothrud,41.16539324388137,48.0,18,Tue,1,Rainy
Hinjewadi,8.38729973683544,520.0,2,Fri,0,Foggy
Swargate,12.0,352.0,2,Fri,0,Foggy
University Circle,8.38729973683544,448.0,2,Fri,0,Foggy
Hadapsar,15.0,288.0,2,Fri,0,Foggy
Kothrud,18.0,240.0,2,Fri,0,Foggy
Hinjewadi,17.979643453340262,77.5,3,Thu,0,Clear
Swargate,22.474554316675327,68.2,3,Thu,0,Clear
University Circle,17.979643453340262,86.8,3,Thu,0,Clear
Hadapsar,26.969465180010392,55.800000000000004,3,Thu,0,Clear
Kothrud,31.464376043345457,46.5,3,Thu,0,Clear
Hinjewadi,28.745520873561645,395.0,23,Mon,0,Clear
Swargate,35.93190109195206,347.6,23,Mon,0,Clear
University Circle,28.745520873561645,442.4,23,Mon,0,Clear
Hadapsar,43.11828131034247,284.40000000000003,23,Mon,0,Clear
Kothrud,50.30466152873288,237.0,23,Mon,0,Clear
Hinjewadi,22.923987024145557,425.0,13,Sun,0,Clear
Swargate,28.654983780181944,523.6,13,Sun,1,Clear
University Circle,22.923987024145557,475.99999999999994,13,Sun,0,Clear
Hadapsar,34.385980536218334,244.8,13,Sun,0,Clear
Kothrud,40.11697729225472,318.75,13,Sun,0,Clear
Hinjewadi,16.70227326139036,591.5,15,Fri,0,Clear
Swargate,20.87784157673795,400.40000000000003,15,Fri,0,Clear
University Circle,16.70227326139036,509.59999999999997,15,Fri,0,Clear
Hadapsar,25.05340989208554,327.6,15,Fri,0,Clear
Kothrud,29.228978207433126,273.0,15,Fri,0,Clear
Hinjewadi,8.518412714862949,95.0,17,Mon,1,Clear
Swargate,12.0,83.60000000000001,17,Mon,1,Clear
University Circle,8.518412714862949,106.39999999999999,17,Mon,1,Clear
Hadapsar,15.0,68.4,17,Mon,1,Clear
Kothrud,18.0,57.0,17,Mon,0,Clear
Hinjewadi,25.61701377907922,452.5,17,Wed,1,Clear
Swargate,32.02126722384902,398.20000000000005,17,Wed,1,Clear
University Circle,25.61701377907922,506.79999999999995,17,Wed,1,Clear
Hadapsar,38.42552066861882,325.8,17,Wed,1,Clear
Kothrud,44.82977411338863,271.5,17,Wed,0,Clear
Hinjewadi,14.723768830086868,120.0,1,Tue,0,Clear
Swargate,18.404711037608585,105.60000000000001,1,Tue,0,Clear
University Circle,14.723768830086868,134.39999999999998,1,Tue,0,Clear
Hadapsar,22.085653245130302,86.4,1,Tue,0,Clear
Kothrud,25.76659545265202,72.0,1,Tue,0,Clear
Hinjewadi,13.615658799644514,175.0,10,Tue,1,Rainy
Swargate,25.529360249333457,154.0,10,Tue,1,Rainy
University Circle,10.211744099733384,196.0,10,Tue,1,Rainy
Hadapsar,25.529360249333457,126.0,10,Tue,1,Rainy
Kothrud,41.69795507391131,105.0,10,Tue,1,Rainy
Hinjewadi,5.9995598463734705,485.0,16,Wed,0,Rainy
Swargate,11.249174711950255,426.8,16,Wed,1,Rainy
University Circle,4.499669884780102,543.1999999999999,16,Wed,0,Rainy
Hadapsar,11.249174711950255,349.2,16,Wed,0,Rainy
Kothrud,18.37365202951875,291.0,16,Wed,0,Rainy
Hinjewadi,34.85269145826408,290.0,15,Thu,0,Clear
Swargate,43.5658643228301,255.20000000000002,15,Thu,0,Clear
University Circle,34.85269145826408,324.79999999999995,15,Thu,0,Clear
Hadapsar,52.27903718739612,208.8,15,Thu,0,Clear
Kothrud,60.99221005196214,174.0,15,Thu,0,Clear
Hinjewadi,22.686096531098254,70.0,15,Thu,0,Foggy
Swargate,28.357620663872815,61.60000000000001,15,Thu,0,Foggy
University Circle,22.686096531098254,78.39999999999999,15,Thu,0,Foggy
Hadapsar,34.02914479664738,50.4,15,Thu,0,Foggy
Kothrud,39.70066892942194,42.0,15,Thu,0,Foggy
Hinjewadi,11.503963057856232,195.0,18,Sat,1,Rainy
Swargate,21.569930733480433,171.60000000000002,18,Sat,1,Rainy
University Circle,8.627972293392173,218.39999999999998,18,Sat,1,Rainy
Hadapsar,21.569930733480433,112.32000000000001,18,Sat,1,Rainy
Kothrud,35.230886864684706,146.25,18,Sat,1,Rainy
Hinjewadi,10.88684503304211,45.5,17,Fri,1,Rainy
Swargate,20.412834436953954,30.800000000000004,17,Fri,1,Rainy
University Circle,8.165133774781582,39.199999999999996,17,Fri,1,Rainy
Hadapsar,20.412834436953954,25.2,17,Fri,1,Rainy
Kothrud,33.340962913691456,21.0,17,Fri,0,Rainy
Hinjewadi,25.621134695570056,78.0,20,Fri,1,Clear
Swargate,32.02641836946257,52.800000000000004,20,Fri,1,Clear
University Circle,25.621134695570056,67.19999999999999,20,Fri,1,Clear
Hadapsar,38.43170204335508,43.2,20,Fri,1,Clear
Kothrud,44.83698571724759,36.0,20,Fri,1,Clear
Hinjewadi,7.470443466711881,85.0,4,Sun,0,Rainy
Swargate,14.007081500084775,104.72000000000001,4,Sun,0,Rainy
University Circle,5.60283260003391,95.19999999999999,4,Sun,0,Rainy
Hadapsar,14.007081500084775,48.96000000000001,4,Sun,0,Rainy
Kothrud,22.878233116805127,63.75,4,Sun,0,Rainy
Hinjewadi,39.78416049353485,292.5,20,Thu,1,Clear
Swargate,49.73020061691856,257.40000000000003,20,Thu,1,Clear
University Circle,39.78416049353485,327.59999999999997,20,Thu,1,Clear
Hadapsar,59.67624074030227,210.6,20,Thu,1,Clear
Kothrud,69.62228086368597,175.5,20,Thu,1,Clear
Hinjewadi,26.454476763448202,467.5,6,Tue,0,Clear
Swargate,33.06809595431025,411.40000000000003,6,Tue,0,Clear
University Circle,26.454476763448202,523.6,6,Tue,0,Clear
Hadapsar,39.6817151451723,336.6,6,Tue,0,Clear
Kothrud,46.29533433603435,280.5,6,Tue,0,Clear
Hinjewadi,9.100059467255207,32.5,22,Tue,0,Clear
Swargate,12.0,28.6,22,Tue,0,Clear
University Circle,9.100059467255207,36.4,22,Tue,0,Clear
Hadapsar,15.0,23.400000000000002,22,Tue,0,Clear
Kothrud,18.0,19.5,22,Tue,0,Clear
Hinjewadi,31.696304678986195,440.0,17,Sun,1,Clear
Swargate,39.620380848732744,542.08,17,Sun,1,Clear
University Circle,31.696304678986195,492.79999999999995,17,Sun,1,Clear
Hadapsar,47.54445701847929,253.44000000000003,17,Sun,1,Clear
Kothrud,55.46853318822584,330.0,17,Sun,0,Clear
Hinjewadi,8.181870318380017,345.0,3,Thu,0,Rainy
Swargate,15.34100684696253,303.6,3,Thu,0,Rainy
University Circle,6.136402738785012,386.4,3,Thu,0,Rainy
Hadapsar,15.34100684696253,248.4,3,Thu,0,Rainy
Kothrud,25.056977850038795,207.0,3,Thu,0,Rainy
Hinjewadi,4.214787643279254,290.0,22,Thu,0,Rainy
Swargate,7.902726831148602,255.20000000000002,22,Thu,0,Rainy
University Circle,3.161090732459441,324.79999999999995,22,Thu,0,Rainy
Hadapsar,7.902726831148602,208.8,22,Thu,0,Rainy
Kothrud,12.907787157542716,174.0,22,Thu,0,Rainy
Hinjewadi,30.146356704779805,302.5,13,Sun,0,Clear
Swargate,37.682945880974756,372.68000000000006,13,Sun,1,Clear
University Circle,30.146356704779805,338.79999999999995,13,Sun,0,Clear
Hadapsar,45.21953505716971,174.24,13,Sun,0,Clear
Kothrud,52.75612423336466,226.875,13,Sun,0,Clear
Hinjewadi,18.378540075248576,435.0,0,Tue,0,Clear
Swargate,22.97317509406072,382.8,0,Tue,0,Clear
University Circle,18.378540075248576,487.2,0,Tue,0,Clear
Hadapsar,27.567810112872866,313.2,0,Tue,0,Clear
Kothrud,32.16244513168501,261.0,0,Tue,0,Clear
Hinjewadi,13.902689633916268,442.5,8,Sun,1,Clear
Swargate,17.378362042395334,545.16,8,Sun,0,Clear
University Circle,13.902689633916268,495.59999999999997,8,Sun,1,Clear
Hadapsar,20.8540344508744,254.88000000000002,8,Sun,0,Clear
Kothrud,24.329706859353468,331.875,8,Sun,0,Clear
Hinjewadi,12.117619044776923,480.0,21,Sat,1,Rainy
Swargate,22.720535708956724,422.40000000000003,21,Sat,1,Rainy
University Circle,9.08821428358269,537.5999999999999,21,Sat,1,Rainy
Hadapsar,22.720535708956724,276.48,21,Sat,0,Rainy
Kothrud,37.11020832462931,360.0,21,Sat,1,Rainy
Hinjewadi,20.106099429288307,52.5,6,Thu,0,Clear
Swargate,25.13262428661038,46.2,6,Thu,0,Clear
University Circle,20.106099429288307,58.8,6,Thu,0,Clear
Hadapsar,30.159149143932453,37.800000000000004,6,Thu,0,Clear
Kothrud,35.185674001254526,31.5,6,Thu,0,Clear
Hinjewadi,35.21838489648371,122.5,14,Thu,0,Foggy
Swargate,44.02298112060464,107.80000000000001,14,Thu,0,Foggy
University Circle,35.21838489648371,137.2,14,Thu,0,Foggy
Hadapsar,52.82757734472557,88.2,14,Thu,0,Foggy
Kothrud,61.63217356884649,73.5,14,Thu,0,Foggy
Hinjewadi,22.743475207733567,435.0,17,Sun,1,Clear
Swargate,28.429344009666956,535.92,17,Sun,1,Clear
University Circle,22.743475207733567,487.2,17,Sun,1,Clear
Hadapsar,34.115212811600344,250.56,17,Sun,1,Clear
Kothrud,39.80108161353373,326.25,17,Sun,0,Clear
Hinjewadi,13.73103805850181,234.0,3,Fri,0,Clear
Swargate,17.163797573127262,158.4,3,Fri,0,Clear
University Circle,13.73103805850181,201.6,3,Fri,0,Clear
Hadapsar,20.596557087752714,129.6,3,Fri,0,Clear
Kothrud,24.029316602378167,108.0,3,Fri,0,Clear
Hinjewadi,22.052181145755217,32.5,11,Thu,1,Clear
Swargate,27.56522643219402,28.6,11,Thu,1,Clear
University Circle,22.052181145755217,36.4,11,Thu,1,Clear
Hadapsar,33.07827171863282,23.400000000000002,11,Thu,1,Clear
Kothrud,38.59131700507162,19.5,11,Thu,1,Clear
Hinjewadi,23.062431983713974,325.0,21,Sat,1,Clear
Swargate,28.828039979642465,286.0,21,Sat,1,Clear
University Circle,23.062431983713974,364.0,21,Sat,1,Clear
Hadapsar,34.59364797557096,187.20000000000002,21,Sat,0,Clear
Kothrud,40.35925597149945,243.75,21,Sat,1,Clear
Hinjewadi,14.90997951810118,60.0,19,Sun,1,Rainy
Swargate,27.956211596439704,73.92,19,Sun,1,Rainy
University Circle,11.182484638575884,67.19999999999999,19,Sun,1,Rainy
Hadapsar,27.956211596439704,34.56,19,Sun,1,Rainy
Kothrud,45.66181227418485,45.0,19,Sun,1,Rainy
Hinjewadi,11.362409560267976,160.0,15,Thu,0,Rainy
Swargate,21.304517925502452,140.8,15,Thu,0,Rainy
University Circle,8.521807170200981,179.2,15,Thu,0,Rainy
Hadapsar,21.304517925502452,115.2,15,Thu,0,Rainy
Kothrud,34.79737927832067,96.0,15,Thu,0,Rainy
Hinjewadi,19.040538877586116,385.0,5,Tue,0,Clear
Swargate,23.800673596982644,338.8,5,Tue,0,Clear
University Circle,19.040538877586116,431.2,5,Tue,0,Clear
Hadapsar,28.560808316379173,277.2,5,Tue,0,Clear
Kothrud,33.3209430357757,231.0,5,Tue,0,Clear
Hinjewadi,39.16161322742879,47.5,15,Tue,0,Foggy
Swargate,48.95201653428598,41.800000000000004,15,Tue,0,Foggy
University Circle,39.16161322742879,53.199999999999996,15,Tue,0,Foggy
Hadapsar,58.742419841143175,34.2,15,Tue,0,Foggy
Kothrud,68.53282314800038,28.5,15,Tue,0,Foggy
Hinjewadi,21.681339371510788,397.5,21,Thu,1,Clear
Swargate,27.10167421438848,349.8,21,Thu,1,Clear
University Circle,21.681339371510788,445.2,21,Thu,1,Clear
Hadapsar,32.522009057266175,286.2,21,Thu,0,Clear
Kothrud,37.94234390014387,238.5,21,Thu,1,Clear
Hinjewadi,30.702043668287196,332.5,5,Thu,0,Foggy
Swargate,38.37755458535899,292.6,5,Thu,0,Foggy
University Circle,30.702043668287196,372.4,5,Thu,0,Foggy
Hadapsar,46.05306550243079,239.4,5,Thu,0,Foggy
Kothrud,53.72857641950259,199.5,5,Thu,0,Foggy
Hinjewadi,9.748301440031113,332.5,16,Tue,0,Clear
Swargate,12.185376800038892,292.6,16,Tue,1,Clear
University Circle,9.748301440031113,372.4,16,Tue,0,Clear
Hadapsar,15.0,239.4,16,Tue,0,Clear
Kothrud,18.0,199.5,16,Tue,0,Clear
Hinjewadi,13.302948458491977,523.25,4,Fri,0,Rainy
Swargate,24.943028359672454,354.20000000000005,4,Fri,0,Rainy
University Circle,9.977211343868982,450.79999999999995,4,Fri,0,Rainy
Hadapsar,24.943028359672454,289.8,4,Fri,0,Rainy
Kothrud,40.74027965413167,241.5,4,Fri,0,Rainy
Hinjewadi,31.94188518556308,385.0,14,Wed,0,Clear
Swargate,39.92735648195385,338.8,14,Wed,0,Clear
University Circle,31.94188518556308,431.2,14,Wed,0,Clear
Hadapsar,47.91282777834462,277.2,14,Wed,0,Clear
Kothrud,55.89829907473539,231.0,14,Wed,0,Clear
Hinjewadi,10.320714142543407,185.0,12,Sat,0,Clear
Swargate,12.900892678179257,162.8,12,Sat,1,Clear
University Circle,10.320714142543407,207.2,12,Sat,1,Clear
Hadapsar,15.481071213815108,106.56000000000002,12,Sat,0,Clear
Kothrud,18.06124974945096,138.75,12,Sat,0,Clear
Hinjewadi,34.48075820652215,95.0,22,Tue,0,Clear
Swargate,43.100947758152685,83.60000000000001,22,Tue,0,Clear
University Circle,34.48075820652215,106.39999999999999,22,Tue,0,Clear
Hadapsar,51.721137309783224,68.4,22,Tue,0,Clear
Kothrud,60.341326861413755,57.0,22,Tue,0,Clear
Hinjewadi,24.24976204668093,465.0,7,Wed,0,Clear
Swargate,30.312202558351164,409.20000000000005,7,Wed,0,Clear
University Circle,24.24976204668093,520.8,7,Wed,0,Clear
Hadapsar,36.37464307002139,334.8,7,Wed,0,Clear
Kothrud,42.437083581691624,279.0,7,Wed,0,Clear
Hinjewadi,16.80765379318427,427.5,18,Thu,1,Clear
Swargate,21.009567241480333,376.20000000000005,18,Thu,1,Clear
University Circle,16.80765379318427,478.79999999999995,18,Thu,1,Clear
Hadapsar,25.211480689776398,307.8,18,Thu,1,Clear
Kothrud,29.413394138072466,256.5,18,Thu,1,Clear
Hinjewadi,34.18817359294513,295.0,3,Wed,0,Clear
Swargate,42.73521699118141,259.6,3,Wed,0,Clear
University Circle,34.18817359294513,330.4,3,Wed,0,Clear
Hadapsar,51.282260389417694,212.4,3,Wed,0,Clear
Kothrud,59.82930378765397,177.0,3,Wed,0,Clear
Hinjewadi,30.309320137291213,432.5,9,Wed,1,Clear
Swargate,37.886650171614015,380.6,9,Wed,1,Clear
University Circle,30.309320137291213,484.4,9,Wed,1,Clear
Hadapsar,45.463980205936814,311.40000000000003,9,Wed,1,Clear
Kothrud,53.04131024025962,259.5,9,Wed,1,Clear
Hinjewadi,23.64642964603047,396.5,17,Fri,1,Clear
Swargate,29.558037057538083,268.40000000000003,17,Fri,1,Clear
University Circle,23.64642964603047,341.59999999999997,17,Fri,1,Clear
Hadapsar,35.4696444690457,219.6,17,Fri,1,Clear
Kothrud,41.381251880553314,183.0,17,Fri,0,Clear
Hinjewadi,8.890913640402761,72.5,12,Wed,0,Clear
Swargate,12.0,63.800000000000004,12,Wed,1,Clear
University Circle,8.890913640402761,81.19999999999999,12,Wed,1,Clear
Hadapsar,15.0,52.2,12,Wed,0,Clear
Kothrud,18.0,43.5,12,Wed,0,Clear
Hinjewadi,15.864974476352723,25.0,6,Tue,0,Rainy
Swargate,29.746827143161354,22.0,6,Tue,0,Rainy
University Circle,11.89873085726454,28.0,6,Tue,0,Rainy
Hadapsar,29.746827143161354,18.0,6,Tue,0,Rainy
Kothrud,48.58648433383021,15.0,6,Tue,0,Rainy
Hinjewadi,24.19647528622862,415.0,16,Thu,0,Clear
Swargate,30.245594107785774,365.20000000000005,16,Thu,1,Clear
University Circle,24.19647528622862,464.79999999999995,16,Thu,0,Clear
Hadapsar,36.29471292934293,298.8,16,Thu,0,Clear
Kothrud,42.34383175090008,249.0,16,Thu,0,Clear
Hinjewadi,13.216611642076359,97.5,19,Mon,1,Foggy
Swargate,16.52076455259545,85.80000000000001,19,Mon,1,Foggy
University Circle,13.216611642076359,109.19999999999999,19,Mon,1,Foggy
Hadapsar,19.824917463114538,70.2,19,Mon,1,Foggy
Kothrud,23.129070373633628,58.5,19,Mon,1,Foggy
Hinjewadi,24.19343015717877,85.0,13,Mon,0,Clear
Swargate,30.241787696473462,74.80000000000001,13,Mon,1,Clear
University Circle,24.19343015717877,95.19999999999999,13,Mon,0,Clear
Hadapsar,36.29014523576815,61.2,13,Mon,0,Clear
Kothrud,42.33850277506284,51.0,13,Mon,0,Clear
Hinjewadi,4.285006776657065,320.0,18,Sun,1,Rainy
Swargate,8.034387706231994,394.24,18,Sun,1,Rainy
University Circle,3.2137550824927983,358.4,18,Sun,1,Rainy
Hadapsar,8.034387706231994,184.32000000000002,18,Sun,1,Rainy
Kothrud,13.122833253512256,240.0,18,Sun,1,Rainy
Hinjewadi,5.8365444592251094,416.0,10,Fri,1,Rainy
Swargate,10.943520861047078,281.6,10,Fri,1,Rainy
University Circle,4.377408344418831,358.4,10,Fri,1,Rainy
Hadapsar,10.943520861047078,230.4,10,Fri,1,Rainy
Kothrud,17.874417406376892,192.0,10,Fri,1,Rainy
Hinjewadi,23.185074003918103,137.5,3,Mon,0,Foggy
Swargate,28.98134250489763,121.00000000000001,3,Mon,0,Foggy
University Circle,23.185074003918103,154.0,3,Mon,0,Foggy
Hadapsar,34.777611005877155,99.0,3,Mon,0,Foggy
Kothrud,40.57387950685668,82.5,3,Mon,0,Foggy
Hinjewadi,31.44360637569276,250.0,2,Sun,0,Clear
Swargate,39.30450796961595,308.0,2,Sun,0,Clear
University Circle,31.44360637569276,280.0,2,Sun,0,Clear
Hadapsar,47.165409563539136,144.0,2,Sun,0,Clear
Kothrud,55.026311157462324,187.5,2,Sun,0,Clear
Hinjewadi,13.566838588906837,32.5,0,Thu,0,Clear
Swargate,16.958548236133545,28.6,0,Thu,0,Clear
University Circle,13.566838588906837,36.4,0,Thu,0,Clear
Hadapsar,20.350257883360253,23.400000000000002,0,Thu,0,Clear
Kothrud,23.74196753058696,19.5,0,Thu,0,Clear
Hinjewadi,32.8968077806289,380.0,1,Thu,0,Clear
Swargate,41.121009725786124,334.40000000000003,1,Thu,0,Clear
University Circle,32.8968077806289,425.59999999999997,1,Thu,0,Clear
Hadapsar,49.34521167094335,273.6,1,Thu,0,Clear
Kothrud,57.56941361610057,228.0,1,Thu,0,Clear
Hinjewadi,39.04374036538982,30.0,8,Sun,1,Clear
Swargate,48.80467545673728,36.96,8,Sun,0,Clear
University Circle,39.04374036538982,33.599999999999994,8,Sun,1,Clear
Hadapsar,58.565610548084734,17.28,8,Sun,0,Clear
Kothrud,68.32654563943218,22.5,8,Sun,0,Clear
Hinjewadi,33.079624034407566,405.0,3,Sun,0,Clear
Swargate,41.34953004300946,498.96000000000004,3,Sun,0,Clear
University Circle,33.079624034407566,453.59999999999997,3,Sun,0,Clear
Hadapsar,49.61943605161135,233.28000000000003,3,Sun,0,Clear
Kothrud,57.88934206021324,303.75,3,Sun,0,Clear
Hinjewadi,15.440536083371029,300.0,19,Tue,1,Rainy
Swargate,28.951005156320676,264.0,19,Tue,1,Rainy
University Circle,11.580402062528272,336.0,19,Tue,1,Rainy
Hadapsar,28.951005156320676,216.0,19,Tue,1,Rainy
Kothrud,47.28664175532377,180.0,19,Tue,1,Rainy
Hinjewadi,12.952190648031797,285.0,19,Wed,1,Rainy
Swargate,24.28535746505962,250.8,19,Wed,1,Rainy
University Circle,9.714142986023846,319.2,19,Wed,1,Rainy
Hadapsar,24.28535746505962,205.20000000000002,19,Wed,1,Rainy
Kothrud,39.66608385959737,171.0,19,Wed,1,Rainy
Hinjewadi,7.165528004127605,62.5,23,Wed,0,Rainy
Swargate,13.435365007739255,55.00000000000001,23,Wed,0,Rainy
University Circle,5.374146003095703,70.0,23,Wed,0,Rainy
Hadapsar,13.435365007739255,45.0,23,Wed,0,Rainy
Kothrud,21.944429512640784,37.5,23,Wed,0,Rainy
Hinjewadi,20.421302596063857,57.5,11,Tue,1,Clear
Swargate,25.52662824507982,50.6,11,Tue,1,Clear
University Circle,20.421302596063857,64.39999999999999,11,Tue,1,Clear
Hadapsar,30.631953894095783,41.4,11,Tue,1,Clear
Kothrud,35.73727954311175,34.5,11,Tue,1,Clear
Hinjewadi,10.238317603535428,467.5,11,Tue,1,Rainy
Swargate,19.196845506628925,411.40000000000003,11,Tue,1,Rainy
University Circle,7.678738202651569,523.6,11,Tue,1,Rainy
Hadapsar,19.196845506628925,336.6,11,Tue,1,Rainy
Kothrud,31.354847660827243,280.5,11,Tue,1,Rainy
Hinjewadi,17.252810702532834,377.5,1,Mon,0,Clear
Swargate,21.56601337816604,332.20000000000005,1,Mon,0,Clear
University Circle,17.252810702532834,422.79999999999995,1,Mon,0,Clear
Hadapsar,25.879216053799247,271.8,1,Mon,0,Clear
Kothrud,30.192418729432454,226.5,1,Mon,0,Clear
Hinjewadi,35.51342959397266,282.75,1,Fri,0,Clear
Swargate,44.391786992465825,191.4,1,Fri,0,Clear
University Circle,35.51342959397266,243.6,1,Fri,0,Clear
Hadapsar,53.27014439095899,156.6,1,Fri,0,Clear
Kothrud,62.14850178945215,130.5,1,Fri,0,Clear
Hinjewadi,28.831095846993424,280.0,6,Sat,0,Clear
Swargate,36.03886980874178,246.40000000000003,6,Sat,0,Clear
University Circle,28.831095846993424,313.59999999999997,6,Sat,0,Clear
Hadapsar,43.24664377049013,161.28,6,Sat,0,Clear
Kothrud,50.45441773223849,210.0,6,Sat,0,Clear
Hinjewadi,38.4238308228055,155.0,5,Wed,0,Clear
Swargate,48.02978852850687,136.4,5,Wed,0,Clear
University Circle,38.4238308228055,173.6,5,Wed,0,Clear
Hadapsar,57.63574623420824,111.60000000000001,5,Wed,0,Clear
Kothrud,67.24170393990961,93.0,5,Wed,0,Clear
Hinjewadi,15.944078201585711,355.0,7,Mon,0,Rainy
Swargate,29.895146627973205,312.40000000000003,7,Mon,0,Rainy
University Circle,11.958058651189283,397.59999999999997,7,Mon,0,Rainy
Hadapsar,29.895146627973205,255.6,7,Mon,0,Rainy
Kothrud,48.828739492356235,213.0,7,Mon,0,Rainy
Hinjewadi,17.28145702279798,55.25,12,Fri,0,Clear
Swargate,21.601821278497475,37.400000000000006,12,Fri,1,Clear
University Circle,17.28145702279798,47.599999999999994,12,Fri,1,Clear
Hadapsar,25.92218553419697,30.6,12,Fri,0,Clear
Kothrud,30.24254978989646,25.5,12,Fri,0,Clear
Hinjewadi,21.398244586485898,92.5,2,Mon,0,Clear
Swargate,26.74780573310737,81.4,2,Mon,0,Clear
University Circle,21.398244586485898,103.6,2,Mon,0,Clear
Hadapsar,32.097366879728845,66.60000000000001,2,Mon,0,Clear
Kothrud,37.446928026350314,55.5,2,Mon,0,Clear
Hinjewadi,19.615450892923892,72.5,21,Wed,1,Foggy
